api_well_number,county_code,api_hole_number,sidetrack,completion,well_name,company_name,operator_number,well_type,map_symbol,well_status,status_date,permit_application_date,permit_issued_date,date_spudded,date_of_total_depth,date_well_completed,date_well_plugged,date_well_confidentiality_ends,confidentiality_code,town,quad,quad_section,producing_field,producing_formation,financial_security,slant,county,region,state_lease,"proposed_depth,_ft",surface_longitude,surface_latitude,bottom_hole_longitude,bottom_hole_latitude,"true_vertical_depth,_ft","measured_depth,_ft","kickoff,_ft","drilled_depth,_ft","elevation,_ft",original_well_type,permit_fee,objective_formation,depth_fee,spacing,spacing_acres,integration,hearing_date,date_last_modified,dec_database_link,location_1
31009702930000,9,70293,0,0,KC 294,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.514381,42.013748,-78.514381,42.013748,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009702930000,"(42.013748, -78.514381)"
31009707050000,9,70705,0,0,KC 706,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.53018199999998,42.007397,-78.53018199999998,42.007397,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009707050000,"(42.007397, -78.530182)"
31009701760000,9,70176,0,0,KC 177,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.501213,42.014114,-78.501213,42.014114,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009701760000,"(42.014114, -78.501213)"
31009701740000,9,70174,0,0,KC 175,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.501045,42.015701,-78.501045,42.015701,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009701740000,"(42.015701, -78.501045)"
31009650150000,9,65015,0,0,Nichols Run Eo-8,BDH Oil Inc.,1668,OD,OW,UL,03/25/2019,,,,,06/02/1960,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.56219,42.01305,-78.56219,42.01305,1452.0,1452.0,0.0,1452.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009650150000,"(42.01305, -78.56219)"
31009701930000,9,70193,0,0,KC 194,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.50444799999998,42.009338,-78.50444799999998,42.009338,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009701930000,"(42.009338, -78.504448)"
31009707380000,9,70738,0,0,KC 739,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.53168499999998,42.004097,-78.53168499999998,42.004097,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009707380000,"(42.004097, -78.531685)"
31009704170000,9,70417,0,0,KC 418,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.520752,42.019081,-78.520752,42.019081,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009704170000,"(42.019081, -78.520752)"
31009702280000,9,70228,0,0,KC 229,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.508606,42.015717,-78.508606,42.015717,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009702280000,"(42.015717, -78.508606)"
31009702230000,9,70223,0,0,KC 224,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.507919,42.012005,-78.507919,42.012005,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009702230000,"(42.012005, -78.507919)"
31009703320000,9,70332,0,0,KC 333,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.516785,42.005508,-78.516785,42.005508,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009703320000,"(42.005508, -78.516785)"
31009707220000,9,70722,0,0,KC 723,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.530685,42.005939,-78.530685,42.005939,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009707220000,"(42.005939, -78.530685)"
31009601120000,9,60112,0,0,Domboski U3,,9998,OD,OW,UL,01/17/2020,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,F,Four Mile,,False,Vertical,Cattaraugus,9.0,,,-78.50078999999998,42.0517,-78.50078999999998,42.0517,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,03/04/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009601120000,"(42.0517, -78.50079)"
31009703700000,9,70370,0,0,KC 371,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.51872299999998,42.016464,-78.51872299999998,42.016464,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009703700000,"(42.016464, -78.518723)"
31009702460000,9,70246,0,0,KC 247,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.511086,42.014709,-78.511086,42.014709,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009702460000,"(42.014709, -78.511086)"
31011008740000,11,874,0,0,Cato Bank Tinker Lot,Hadley & Rogers,9370,DW,DH,UL,05/01/2018,,,08/10/1934,,10/12/1934,,,Pre-1989 Well (N/A),Conquest,Weedsport,A,,,False,Vertical,Cayuga,7.0,,0.0,-76.59908,43.12023,-76.59908,43.12023,438.0,438.0,0.0,438.0,460.0,NL,0.0,,0.0,,,,,08/21/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011008740000,"(43.12023, -76.59908)"
31009706900000,9,70690,0,0,KC 691,,9998,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.53017599999998,42.009781,-78.53017599999998,42.009781,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009706900000,"(42.009781, -78.530176)"
31009650580000,9,65058,0,0,Nichols Run Ew-31,BDH Oil Inc.,1668,IW,O,UL,04/06/2021,,,,,03/03/1960,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.56305,42.01168,-78.56305,42.01168,1487.0,1487.0,0.0,1487.0,,NL,0.0,,0.0,,,,,04/15/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009650580000,"(42.01168, -78.56305)"
31011153020000,11,15302,0,0,Jorolemon 1,Urban Snow Gas Co. Inc.,812,DH,DH,UL,02/06/2019,05/01/1980,05/19/1980,05/21/1980,05/30/1980,05/30/1980,,,Pre-1989 Well (N/A),Cato,Weedsport,B,Blue Tail Rooster,Trenton,True,Vertical,Cayuga,7.0,,1250.0,-76.54712,43.09206,-76.54712,43.09206,1266.0,1266.0,0.0,1266.0,430.0,GW,20.0,,0.0,,,,,02/25/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31011153020000,"(43.09206, -76.54712)"
31009709700000,9,70970,0,0,KC 971,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.54612,42.001225,-78.54612,42.001225,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009709700000,"(42.001225, -78.54612)"
31009704060000,9,70406,0,0,KC 407,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.520294,42.004639,-78.520294,42.004639,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009704060000,"(42.004639, -78.520294)"
31009709830000,9,70983,0,0,KC 984,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.548294,42.000355,-78.548294,42.000355,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009709830000,"(42.000355, -78.548294)"
31009706030000,9,70603,0,0,KC 604,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.526978,42.003498,-78.526978,42.003498,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009706030000,"(42.003498, -78.526978)"
31009655400000,9,65540,0,0,Nichols Run Ho-28,BDH Oil Inc.,1668,OD,OW,UN,02/06/1986,,,,,07/06/1966,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.57727,42.01519,-78.57727,42.01519,1116.0,1116.0,0.0,1116.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009655400000,"(42.01519, -78.57727)"
31009707350000,9,70735,0,0,KC 736,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.53160099999998,42.009533,-78.53160099999998,42.009533,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009707350000,"(42.009533, -78.531601)"
31009705590000,9,70559,0,0,KC 560,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.525429,42.004211,-78.525429,42.004211,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009705590000,"(42.004211, -78.525429)"
31009704570000,9,70457,0,0,KC 458,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.522301,42.015526,-78.522301,42.015526,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009704570000,"(42.015526, -78.522301)"
31009191960000,9,19196,0,0,McCaffery 55,Lee Oil Company Inc.,1455,OD,OW,UL,08/23/2017,07/14/1984,07/25/1984,07/30/1984,08/01/1984,08/16/1984,,,Pre-1989 Well (N/A),Carrollton,Knapp Creek,D,Chipmunk,Chipmunk,True,Vertical,Cattaraugus,9.0,,650.0,-78.595167,42.070791,-78.595167,42.070791,663.0,663.0,0.0,663.0,1545.0,NL,350.0,Chipmunk,250.0,,,,,08/13/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009191960000,"(42.070791, -78.595167)"
31009701380000,9,70138,0,0,KC 139,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Olean,G,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.494423,42.014118,-78.494423,42.014118,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009701380000,"(42.014118, -78.494423)"
31009700690000,9,70069,0,0,KC 70,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Olean,G,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.489288,42.022434,-78.489288,42.022434,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009700690000,"(42.022434, -78.489288)"
31009708510000,9,70851,0,0,KC 852,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.53748299999998,42.006699,-78.53748299999998,42.006699,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009708510000,"(42.006699, -78.537483)"
31009600050000,9,60005,0,0,Weston U-64,Wood Oil Co.,125,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),Olean,Olean,I,Bradford,,False,Vertical,Cattaraugus,9.0,,,-78.41645,42.00245,-78.41645,42.00245,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009600050000,"(42.00245, -78.41645)"
31009649190000,9,64919,0,0,James Lease 9,BDH Oil Inc.,1668,OD,OW,UL,,,,,,,,,Pre-1989 Well (N/A),Olean,Olean,G,Bradford,Bradford Third,False,Vertical,Cattaraugus,9.0,,0.0,-78.460561,42.028006,-78.460561,42.028006,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009649190000,"(42.028006, -78.460561)"
31009601290000,9,60129,0,0,Hastings U2,,9998,OD,OW,UL,11/12/2021,,,,,,,,Application Received or Permit Issued,Allegany,Knapp Creek,F,Bradford,,False,Vertical,Cattaraugus,9.0,,,-78.531577,42.052628,-78.531577,42.052628,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,11/16/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009601290000,"(42.052628, -78.531577)"
31009701010000,9,70101,0,0,KC 102,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Olean,G,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.49206499999998,42.019764,-78.49206499999998,42.019764,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009701010000,"(42.019764, -78.492065)"
31009706080000,9,70608,0,0,KC 609,,9998,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.527153,42.009216,-78.527153,42.009216,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009706080000,"(42.009216, -78.527153)"
31009704700000,9,70470,0,0,KC 471,,9998,NL,O,UL,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.523033,42.011497,-78.523033,42.011497,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009704700000,"(42.011497, -78.523033)"
31009655280000,9,65528,0,0,Nichols Run Ho-16,BDH Oil Inc.,1668,OD,OW,UL,04/07/2021,,,,,01/06/1966,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.57219999999998,42.01767,-78.57219999999998,42.01767,1306.0,1306.0,0.0,1306.0,,NL,0.0,,0.0,,,,,04/22/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009655280000,"(42.01767, -78.5722)"
31009708390000,9,70839,0,0,KC 840,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.536484,42.006123,-78.536484,42.006123,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009708390000,"(42.006123, -78.536484)"
31009702490000,9,70249,0,0,KC 250,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.511497,42.018356,-78.511497,42.018356,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009702490000,"(42.018356, -78.511497)"
31009600150000,9,60015,0,0,Lippert Hollow U01,,9998,OD,OW,UL,,,,,,,,,Pre-1989 Well (N/A),Allegany,Olean,G,,,True,Vertical,Cattaraugus,9.0,,,-78.4732,42.03278,-78.4732,42.03278,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009600150000,"(42.03278, -78.4732)"
31009709230000,9,70923,0,0,KC 924,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.542618,42.000359,-78.542618,42.000359,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009709230000,"(42.000359, -78.542618)"
31009704380000,9,70438,0,0,KC 439,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.521614,42.004124,-78.521614,42.004124,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009704380000,"(42.004124, -78.521614)"
31009707180000,9,70718,0,0,KC 719,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.53065499999998,42.003956,-78.53065499999998,42.003956,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009707180000,"(42.003956, -78.530655)"
31009694420000,9,69442,0,0,Hinsdale F-3,,9998,NL,O,UN,01/10/2000,,,,,,,,Pre-1989 Well (N/A),Hinsdale,Hinsdale,I,,,False,Vertical,Cattaraugus,9.0,,,-78.393173,42.137935,-78.393173,42.137935,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009694420000,"(42.137935, -78.393173)"
31009651140000,9,65114,0,0,Nichols Run Gw-8,BDH Oil Inc.,1668,IW,O,UL,03/20/2019,,,,,06/02/1962,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.56909,42.02044,-78.56909,42.02044,1487.0,1487.0,0.0,1487.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009651140000,"(42.02044, -78.56909)"
31009708560000,9,70856,0,0,KC 857,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.537766,42.004547,-78.537766,42.004547,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009708560000,"(42.004547, -78.537766)"
31009651040000,9,65104,0,0,Nichols Run Go-24,BDH Oil Inc.,1668,OD,OW,UL,02/06/2019,,,,,08/24/1963,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Chipmunk,Chipmunk & Bradford 2nd,False,Vertical,Cattaraugus,9.0,,0.0,-78.55692,42.019301,-78.55692,42.019301,1660.0,1660.0,0.0,1660.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009651040000,"(42.019301, -78.55692)"
31009704980000,9,70498,0,0,KC 499,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.52357499999998,42.004715,-78.52357499999998,42.004715,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009704980000,"(42.004715, -78.523575)"
31009701610000,9,70161,0,0,KC 162,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Olean,G,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.498802,42.020599,-78.498802,42.020599,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009701610000,"(42.020599, -78.498802)"
31009701120000,9,70112,0,0,KC 113,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Olean,G,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.49304999999998,42.005009,-78.49304999999998,42.005009,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009701120000,"(42.005009, -78.49305)"
31009601250000,9,60125,0,0,Kwilos U1,,9998,NL,O,UL,,,,,,,,,Application Received or Permit Issued,Perrysburg,North Collins,G,,,False,Vertical,Cattaraugus,9.0,,,-78.98832799999998,42.521075,-78.98832799999998,42.521075,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,04/06/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009601250000,"(42.521075, -78.988328)"
31009703450000,9,70345,0,0,KC 346,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.51766999999998,42.015537,-78.51766999999998,42.015537,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009703450000,"(42.015537, -78.51767)"
31009709550000,9,70955,0,0,KC 956,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,H,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.54447899999998,42.008354,-78.54447899999998,42.008354,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009709550000,"(42.008354, -78.544479)"
31009708070000,9,70807,0,0,KC 808,,9998,NL,O,UN,,,,,,,,,Pre-1989 Well (N/A),Allegany,Knapp Creek,I,Bradford,,False,Vertical,Cattaraugus,9.0,,0.0,-78.53505699999998,42.005764,-78.53505699999998,42.005764,0.0,0.0,0.0,0.0,,NL,0.0,,0.0,,,,,12/20/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31009708070000,"(42.005764, -78.535057)"
